row_index,predicted_probability,predicted_label,actual_label,explanation
32680,0.971982512,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and file-related activity was unusually high."
5545,0.989219403,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and file-related activity was unusually high."
8951,0.896433064,1,1,"This user was flagged because multiple risk signals increased at the same time, web activity occurred across many days, and suspicious behavior stayed elevated over several weeks."
5548,0.990463059,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and suspicious behavior stayed elevated over several weeks."
28733,0.865996585,1,1,"This user was flagged because multiple risk signals increased at the same time, suspicious behavior stayed elevated over several weeks, and overall system activity was unusually high."
20231,0.96781973,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and file-related activity was unusually high."
17976,0.751931909,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and suspicious behavior stayed elevated over several weeks."
19323,0.927921496,1,1,"This user was flagged because overall system activity was unusually high, behavior became riskier compared with the previous week, and file-related activity was unusually high."
5069,0.98206406,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and file-related activity was unusually high."
30516,0.562065727,1,0,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and external device activity was unusually high."
39393,0.986714586,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and suspicious behavior stayed elevated over several weeks."
21281,0.968249731,1,1,"This user was flagged because multiple risk signals increased at the same time, web activity occurred across many days, and suspicious behavior stayed elevated over several weeks."
19940,0.850924258,1,0,"This user was flagged because overall system activity was unusually high, login activity occurred across many days, and suspicious behavior stayed elevated over several weeks."
22632,0.729573082,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and file-related activity was unusually high."
16499,0.991913532,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and suspicious behavior stayed elevated over several weeks."
37912,0.616220433,1,1,"This user was flagged because multiple risk signals increased at the same time, web activity occurred across many days, and suspicious behavior stayed elevated over several weeks."
40061,0.995786447,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and suspicious behavior stayed elevated over several weeks."
30567,0.766333519,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and suspicious behavior stayed elevated over several weeks."
3852,0.894272668,1,1,"This user was flagged because multiple risk signals increased at the same time, external devices were used on multiple computers, and logins came from multiple computers."
24634,0.980388646,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and suspicious behavior stayed elevated over several weeks."
11204,0.767107106,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and file-related activity was unusually high."
21467,0.990272792,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and file-related activity was unusually high."
28076,0.89666727,1,1,"This user was flagged because suspicious behavior stayed elevated over several weeks, multiple risk signals increased at the same time, and logins came from multiple computers."
24635,0.988611887,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and file-related activity was unusually high."
19219,0.972274209,1,1,"This user was flagged because multiple risk signals increased at the same time, web activity occurred across many days, and suspicious behavior stayed elevated over several weeks."
18129,0.98551858,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and file-related activity was unusually high."
24581,0.940362538,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and file-related activity was unusually high."
11205,0.803204326,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and suspicious behavior stayed elevated over several weeks."
5299,0.657616945,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and suspicious behavior stayed elevated over several weeks."
1045,0.870433419,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and suspicious behavior stayed elevated over several weeks."
24646,0.989433439,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and suspicious behavior stayed elevated over several weeks."
29261,0.985148686,1,1,"This user was flagged because multiple risk signals increased at the same time, web activity occurred across many days, and suspicious behavior stayed elevated over several weeks."
30511,0.632441279,1,0,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and daily external device usage was unusually high."
22677,0.549136062,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and suspicious behavior stayed elevated over several weeks."
24652,0.989814316,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and file-related activity was unusually high."
10994,0.573371782,1,1,"This user was flagged because multiple risk signals increased at the same time, logins came from multiple computers, and suspicious behavior stayed elevated over several weeks."
1412,0.995234437,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and suspicious behavior stayed elevated over several weeks."
1434,0.994328903,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and suspicious behavior stayed elevated over several weeks."
34844,0.540446991,1,0,"This user was flagged because multiple risk signals increased at the same time, logins came from multiple computers, and suspicious behavior stayed elevated over several weeks."
39708,0.954859467,1,1,"This user was flagged because multiple risk signals increased at the same time, web activity occurred across many days, and suspicious behavior stayed elevated over several weeks."
21466,0.991317379,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and file-related activity was unusually high."
33147,0.970584263,1,1,"This user was flagged because multiple risk signals increased at the same time, web activity occurred across many days, and suspicious behavior stayed elevated over several weeks."
20212,0.978389572,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and file-related activity was unusually high."
9857,0.980479752,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and file-related activity was unusually high."
26317,0.964950565,1,1,"This user was flagged because multiple risk signals increased at the same time, web activity occurred across many days, and suspicious behavior stayed elevated over several weeks."
1238,0.623470826,1,1,"This user was flagged because multiple risk signals increased at the same time, file access activity was unusually high, and file-related activity was unusually high."
34641,0.982302545,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and file-related activity was unusually high."
16096,0.988103007,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and file-related activity was unusually high."
3816,0.994593217,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and web activity occurred across many days."
24640,0.984033649,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and file-related activity was unusually high."
6417,0.722876848,1,0,"This user was flagged because overall system activity was unusually high, file-related activity was unusually high, and multiple risk signals increased at the same time."
9381,0.964682145,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and daily external device usage was unusually high."
1246,0.522326956,1,1,"This user was flagged because overall system activity was unusually high, file-related activity was unusually high, and suspicious behavior stayed elevated over several weeks."
17469,0.554112348,1,0,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and suspicious behavior stayed elevated over several weeks."
7507,0.749314448,1,0,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and file-related activity was unusually high."
23270,0.60890107,1,0,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and daily external device usage was unusually high."
6095,0.514147619,1,0,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and suspicious behavior stayed elevated over several weeks."
26636,0.968281621,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and file-related activity was unusually high."
17536,0.995876199,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and suspicious behavior stayed elevated over several weeks."
32649,0.995948735,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and suspicious behavior stayed elevated over several weeks."
1428,0.989214699,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and suspicious behavior stayed elevated over several weeks."
28077,0.8560134,1,1,"This user was flagged because multiple risk signals increased at the same time, suspicious behavior stayed elevated over several weeks, and external devices were used on multiple computers."
20302,0.831453958,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and login activity occurred across many days."
9372,0.960696008,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and daily external device usage was unusually high."
40081,0.975736891,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and file-related activity was unusually high."
39172,0.881255659,1,1,"This user was flagged because multiple risk signals increased at the same time, web activity occurred across many days, and suspicious behavior stayed elevated over several weeks."
12916,0.738782756,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and file access activity was unusually high."
16101,0.991817614,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and suspicious behavior stayed elevated over several weeks."
39052,0.570122711,1,0,"This user was flagged because multiple risk signals increased at the same time, logins came from multiple computers, and suspicious behavior stayed elevated over several weeks."
12230,0.992734481,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and suspicious behavior stayed elevated over several weeks."
12881,0.55781827,1,0,"This user was flagged because multiple risk signals increased at the same time, file-related activity was unusually high, and suspicious behavior stayed elevated over several weeks."
29176,0.646605529,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and suspicious behavior stayed elevated over several weeks."
1545,0.907533919,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and many emails included attachments."
16512,0.982296874,1,1,"This user was flagged because suspicious behavior stayed elevated over several weeks, multiple risk signals increased at the same time, and overall system activity was unusually high."
5862,0.867622619,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and suspicious behavior stayed elevated over several weeks."
3460,0.768701763,1,0,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and many emails included attachments."
10257,0.504791407,1,0,"This user was flagged because multiple risk signals increased at the same time, file access activity was unusually high, and file-related activity was unusually high."
8225,0.920034631,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and daily external device usage was unusually high."
5543,0.990129386,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and suspicious behavior stayed elevated over several weeks."
40960,0.798754574,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and suspicious behavior stayed elevated over several weeks."
20205,0.986112255,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and suspicious behavior stayed elevated over several weeks."
4797,0.948844065,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and file-related activity was unusually high."
17540,0.977615655,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and suspicious behavior stayed elevated over several weeks."
27618,0.609500133,1,0,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and suspicious behavior stayed elevated over several weeks."
34477,0.975825186,1,1,"This user was flagged because multiple risk signals increased at the same time, web activity occurred across many days, and suspicious behavior stayed elevated over several weeks."
7983,0.905251057,1,1,"This user was flagged because multiple risk signals increased at the same time, web activity occurred across many days, and suspicious behavior stayed elevated over several weeks."
28412,0.964319554,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and file-related activity was unusually high."
32472,0.821539846,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and suspicious behavior stayed elevated over several weeks."
19760,0.982902349,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and daily external device usage was unusually high."
19785,0.75012886,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and daily external device usage was unusually high."
17386,0.951994723,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and file-related activity was unusually high."
19788,0.805174197,1,0,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and login activity occurred across many days."
16143,0.972741833,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and suspicious behavior stayed elevated over several weeks."
13453,0.959795738,1,1,"This user was flagged because multiple risk signals increased at the same time, web activity occurred across many days, and overall system activity was unusually high."
39414,0.982604907,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and file-related activity was unusually high."
1252,0.567950391,1,0,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and suspicious behavior stayed elevated over several weeks."
28093,0.992664326,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and suspicious behavior stayed elevated over several weeks."
22488,0.969035071,1,1,"This user was flagged because multiple risk signals increased at the same time, web activity occurred across many days, and suspicious behavior stayed elevated over several weeks."
21589,0.90385235,1,1,"This user was flagged because multiple risk signals increased at the same time, web activity occurred across many days, and suspicious behavior stayed elevated over several weeks."
6565,0.950410399,1,1,"This user was flagged because multiple risk signals increased at the same time, suspicious behavior stayed elevated over several weeks, and external devices were used on multiple computers."
16525,0.895597724,1,1,"This user was flagged because multiple risk signals increased at the same time, suspicious behavior stayed elevated over several weeks, and external devices were used on multiple computers."
34619,0.98404377,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and suspicious behavior stayed elevated over several weeks."
31500,0.969032825,1,1,"This user was flagged because multiple risk signals increased at the same time, web activity occurred across many days, and suspicious behavior stayed elevated over several weeks."
17524,0.995945545,1,1,"This user was flagged because overall system activity was unusually high, file-related activity was unusually high, and suspicious behavior stayed elevated over several weeks."
16510,0.987560304,1,1,"This user was flagged because overall system activity was unusually high, file-related activity was unusually high, and suspicious behavior stayed elevated over several weeks."
24341,0.516611672,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and suspicious behavior stayed elevated over several weeks."
15452,0.99554162,1,1,"This user was flagged because multiple risk signals increased at the same time, web activity occurred across many days, and suspicious behavior stayed elevated over several weeks."
39383,0.955291805,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and suspicious behavior stayed elevated over several weeks."
31929,0.964950565,1,1,"This user was flagged because multiple risk signals increased at the same time, web activity occurred across many days, and suspicious behavior stayed elevated over several weeks."
20797,0.63778179,1,0,"This user was flagged because overall system activity was unusually high, suspicious behavior stayed elevated over several weeks, and multiple risk signals increased at the same time."
35130,0.957175018,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and suspicious behavior stayed elevated over several weeks."
4791,0.964345512,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and file-related activity was unusually high."
3620,0.93875926,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and file-related activity was unusually high."
22312,0.805776248,1,0,"This user was flagged because multiple risk signals increased at the same time, web activity occurred across many days, and suspicious behavior stayed elevated over several weeks."
40978,0.875296345,1,0,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and file-related activity was unusually high."
39403,0.975956747,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and file-related activity was unusually high."
20206,0.989808793,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and suspicious behavior stayed elevated over several weeks."
20296,0.79949032,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and daily external device usage was unusually high."
9865,0.978719838,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and file-related activity was unusually high."
4405,0.644503143,1,1,"This user was flagged because overall system activity was unusually high, suspicious behavior stayed elevated over several weeks, and login activity occurred across many days."
5818,0.847630292,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and suspicious behavior stayed elevated over several weeks."
5354,0.972761292,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and daily external device usage was unusually high."
39412,0.979152032,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and file-related activity was unusually high."
37801,0.974468344,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and file-related activity was unusually high."
1442,0.992502988,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and suspicious behavior stayed elevated over several weeks."
15571,0.784262907,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and many emails included attachments."
5816,0.913973942,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and many emails included attachments."
16120,0.965734294,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and file-related activity was unusually high."
5159,0.88932125,1,1,"This user was flagged because multiple risk signals increased at the same time, web activity occurred across many days, and overall system activity was unusually high."
5293,0.513109018,1,0,"This user was flagged because multiple risk signals increased at the same time, suspicious behavior stayed elevated over several weeks, and daily external device usage was unusually high."
35480,0.970409975,1,1,"This user was flagged because multiple risk signals increased at the same time, web activity occurred across many days, and suspicious behavior stayed elevated over several weeks."
37798,0.972231822,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and file-related activity was unusually high."
8115,0.906444708,1,1,"This user was flagged because multiple risk signals increased at the same time, web activity occurred across many days, and suspicious behavior stayed elevated over several weeks."
13807,0.939496046,1,1,"This user was flagged because multiple risk signals increased at the same time, web activity occurred across many days, and suspicious behavior stayed elevated over several weeks."
34220,0.567492263,1,0,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and suspicious behavior stayed elevated over several weeks."
3607,0.979825841,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and file-related activity was unusually high."
27984,0.990710378,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and suspicious behavior stayed elevated over several weeks."
5353,0.960126222,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and daily external device usage was unusually high."
20868,0.812711227,1,1,"This user was flagged because multiple risk signals increased at the same time, web activity occurred across many days, and suspicious behavior stayed elevated over several weeks."
28069,0.926435574,1,1,"This user was flagged because multiple risk signals increased at the same time, suspicious behavior stayed elevated over several weeks, and external devices were used on multiple computers."
28087,0.948755494,1,1,"This user was flagged because multiple risk signals increased at the same time, suspicious behavior stayed elevated over several weeks, and external devices were used on multiple computers."
16526,0.912627166,1,1,"This user was flagged because multiple risk signals increased at the same time, suspicious behavior stayed elevated over several weeks, and external devices were used on multiple computers."
3616,0.959792683,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and file-related activity was unusually high."
5077,0.960017317,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and daily external device usage was unusually high."
17527,0.989220423,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and suspicious behavior stayed elevated over several weeks."
39410,0.973390297,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and file-related activity was unusually high."
17551,0.983971413,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and suspicious behavior stayed elevated over several weeks."
4732,0.979208907,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and file-related activity was unusually high."
35137,0.89710625,1,1,"This user was flagged because multiple risk signals increased at the same time, file activity changed sharply compared with the previous week, and overall system activity was unusually high."
21496,0.980298033,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and file-related activity was unusually high."
12232,0.989941816,1,1,"This user was flagged because suspicious behavior stayed elevated over several weeks, multiple risk signals increased at the same time, and overall system activity was unusually high."
21488,0.968186005,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and file-related activity was unusually high."
32688,0.970951645,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and file-related activity was unusually high."
16134,0.966704375,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and file-related activity was unusually high."
28859,0.946500519,1,1,"This user was flagged because multiple risk signals increased at the same time, web activity occurred across many days, and suspicious behavior stayed elevated over several weeks."
13427,0.888487686,1,1,"This user was flagged because multiple risk signals increased at the same time, web activity occurred across many days, and suspicious behavior stayed elevated over several weeks."
21468,0.98408715,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and suspicious behavior stayed elevated over several weeks."
37526,0.993487833,1,1,"This user was flagged because overall system activity was unusually high, file-related activity was unusually high, and network-related risk increased compared with the previous week."
39128,0.97041643,1,1,"This user was flagged because multiple risk signals increased at the same time, web activity occurred across many days, and suspicious behavior stayed elevated over several weeks."
28329,0.837833103,1,0,"This user was flagged because overall system activity was unusually high, login activity occurred across many days, and suspicious behavior stayed elevated over several weeks."
32605,0.964950565,1,1,"This user was flagged because multiple risk signals increased at the same time, web activity occurred across many days, and suspicious behavior stayed elevated over several weeks."
36841,0.882832118,1,1,"This user was flagged because multiple risk signals increased at the same time, web activity occurred across many days, and suspicious behavior stayed elevated over several weeks."
18138,0.994891524,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and suspicious behavior stayed elevated over several weeks."
35775,0.918223382,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and file-related activity was unusually high."
24299,0.514010661,1,1,"This user was flagged because overall system activity was unusually high, suspicious behavior stayed elevated over several weeks, and multiple risk signals increased at the same time."
4287,0.651522967,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and suspicious behavior stayed elevated over several weeks."
5085,0.960189555,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and file-related activity was unusually high."
11215,0.855634547,1,0,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and suspicious behavior stayed elevated over several weeks."
34085,0.932428518,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and file-related activity was unusually high."
12481,0.972274209,1,1,"This user was flagged because multiple risk signals increased at the same time, web activity occurred across many days, and suspicious behavior stayed elevated over several weeks."
18170,0.974714824,1,1,"This user was flagged because multiple risk signals increased at the same time, suspicious behavior stayed elevated over several weeks, and external devices were used on multiple computers."
12929,0.883473619,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and file-related activity was unusually high."
17377,0.859181904,1,0,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and suspicious behavior stayed elevated over several weeks."
16126,0.972986908,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and file-related activity was unusually high."
12959,0.510607497,1,0,"This user was flagged because multiple risk signals increased at the same time, suspicious behavior stayed elevated over several weeks, and login activity occurred across many days."
1176,0.906444708,1,1,"This user was flagged because multiple risk signals increased at the same time, web activity occurred across many days, and suspicious behavior stayed elevated over several weeks."
37806,0.985998538,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and file-related activity was unusually high."
32105,0.696297821,1,1,"This user was flagged because multiple risk signals increased at the same time, web activity occurred across many days, and overall system activity was unusually high."
26924,0.964950565,1,1,"This user was flagged because multiple risk signals increased at the same time, web activity occurred across many days, and suspicious behavior stayed elevated over several weeks."
19935,0.704287776,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and many emails included attachments."
31708,0.594165858,1,1,"This user was flagged because multiple risk signals increased at the same time, web activity occurred across many days, and suspicious behavior stayed elevated over several weeks."
12879,0.51426461,1,1,"This user was flagged because overall system activity was unusually high, file-related activity was unusually high, and login activity occurred across many days."
18169,0.970689814,1,1,"This user was flagged because overall system activity was unusually high, suspicious behavior stayed elevated over several weeks, and multiple risk signals increased at the same time."
1000,0.967766672,1,1,"This user was flagged because multiple risk signals increased at the same time, web activity occurred across many days, and suspicious behavior stayed elevated over several weeks."
40069,0.990020565,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and file-related activity was unusually high."
40070,0.985702964,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and file-related activity was unusually high."
27622,0.563274005,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and daily external device usage was unusually high."
34389,0.991268227,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and web activity occurred across many days."
24641,0.979517202,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and file-related activity was unusually high."
41038,0.950971016,1,1,"This user was flagged because multiple risk signals increased at the same time, web activity occurred across many days, and web usage was unusually high."
9653,0.831052882,1,0,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and suspicious behavior stayed elevated over several weeks."
33015,0.964950565,1,1,"This user was flagged because multiple risk signals increased at the same time, web activity occurred across many days, and suspicious behavior stayed elevated over several weeks."
9646,0.801959333,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and suspicious behavior stayed elevated over several weeks."
28752,0.622793928,1,0,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and suspicious behavior stayed elevated over several weeks."
10915,0.977178869,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and suspicious behavior stayed elevated over several weeks."
26210,0.591987765,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and many emails included attachments."
40436,0.86545863,1,0,"This user was flagged because logins came from multiple computers, multiple risk signals increased at the same time, and login activity occurred across many days."
17103,0.580374177,1,0,"This user was flagged because multiple risk signals increased at the same time, web activity occurred across many days, and suspicious behavior stayed elevated over several weeks."
23268,0.630220994,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and daily external device usage was unusually high."
20234,0.965025929,1,0,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and file-related activity was unusually high."
16105,0.988636093,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and suspicious behavior stayed elevated over several weeks."
19837,0.988404401,1,1,"This user was flagged because multiple risk signals increased at the same time, web activity occurred across many days, and suspicious behavior stayed elevated over several weeks."
9644,0.620801066,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and suspicious behavior stayed elevated over several weeks."
34084,0.953963017,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and file-related activity was unusually high."
9962,0.969035071,1,1,"This user was flagged because multiple risk signals increased at the same time, web activity occurred across many days, and suspicious behavior stayed elevated over several weeks."
40985,0.904522424,1,0,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and file-related activity was unusually high."
37803,0.97283804,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and file-related activity was unusually high."
28947,0.950504745,1,1,"This user was flagged because multiple risk signals increased at the same time, web activity occurred across many days, and suspicious behavior stayed elevated over several weeks."
17563,0.993036444,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and file-related activity was unusually high."
30485,0.987466275,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and suspicious behavior stayed elevated over several weeks."
17007,0.969035071,1,1,"This user was flagged because multiple risk signals increased at the same time, web activity occurred across many days, and suspicious behavior stayed elevated over several weeks."
5294,0.543369737,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and suspicious behavior stayed elevated over several weeks."
21499,0.968805627,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and file-related activity was unusually high."
4799,0.973265506,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and file-related activity was unusually high."
38749,0.612677613,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and suspicious behavior stayed elevated over several weeks."
34270,0.962989126,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and daily external device usage was unusually high."
30496,0.87493083,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and daily external device usage was unusually high."
10631,0.875916493,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and suspicious behavior stayed elevated over several weeks."
3956,0.81361985,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and suspicious behavior stayed elevated over several weeks."
12876,0.880677789,1,0,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and file-related activity was unusually high."
5823,0.637983552,1,1,"This user was flagged because overall system activity was unusually high, suspicious behavior stayed elevated over several weeks, and multiple risk signals increased at the same time."
