row_index,rank,feature,feature_value,shap_value,plain_explanation
34083,1,total_activity,256,3.336781301,Overall system activity was unusually high
34083,2,combined_risk,3.166666667,3.041144488,Multiple risk signals increased at the same time
34083,3,file_activity,63,0.533989759,File-related activity was unusually high
14120,1,combined_risk,4.128406122,2.801111165,Multiple risk signals increased at the same time
14120,2,http_weekly_active_days,5.504626106,1.949916246,Web activity occurred across many days
14120,3,total_activity,185,1.509009413,Overall system activity was unusually high
3841,1,combined_risk,4.085106383,2.172956081,Multiple risk signals increased at the same time
3841,2,behavioral_risk_3week_avg,7,1.445595309,Suspicious behavior stayed elevated over several weeks
3841,3,device_weekly_distinct_pcs_used,11.04996028,1.088315148,External devices were used on multiple computers
3323,1,combined_risk,3.598544233,3.591516852,Multiple risk signals increased at the same time
3323,2,http_weekly_active_days,5.504626106,2.094309521,Web activity occurred across many days
3323,3,behavioral_risk_3week_avg,7,1.416701348,Suspicious behavior stayed elevated over several weeks
41514,1,total_activity,434,2.711360996,Overall system activity was unusually high
41514,2,combined_risk,4.247853677,1.680968338,Multiple risk signals increased at the same time
41514,3,file_activity,234,1.094517094,File-related activity was unusually high
39224,1,combined_risk,2.618514371,3.218380243,Multiple risk signals increased at the same time
39224,2,total_activity,183,2.019212856,Overall system activity was unusually high
39224,3,behavioral_risk_3week_avg,5,0.454623251,Suspicious behavior stayed elevated over several weeks
41546,1,combined_risk,3.123553565,3.027039331,Multiple risk signals increased at the same time
41546,2,total_activity,217,2.05464583,Overall system activity was unusually high
41546,3,file_activity,117,1.006317385,File-related activity was unusually high
33886,1,combined_risk,3.125979843,3.146741473,Multiple risk signals increased at the same time
33886,2,total_activity,177,1.568124123,Overall system activity was unusually high
33886,3,email_weekly_emails_with_attachments,5.021728115,0.380705074,Many emails included attachments
5856,1,combined_risk,4.119260918,2.614953515,Multiple risk signals increased at the same time
5856,2,total_activity,180,1.730998163,Overall system activity was unusually high
5856,3,behavioral_risk_3week_avg,8,1.380387156,Suspicious behavior stayed elevated over several weeks
489,1,combined_risk,3.064949608,4.038248575,Multiple risk signals increased at the same time
489,2,http_weekly_active_days,5.504626106,1.727377403,Web activity occurred across many days
489,3,behavioral_risk_3week_avg,6,0.399980896,Suspicious behavior stayed elevated over several weeks
19883,1,total_activity,245,3.273075636,Overall system activity was unusually high
19883,2,behavioral_risk_3week_avg,7,1.34435868,Suspicious behavior stayed elevated over several weeks
19883,3,combined_risk,2.661067563,1.011959182,Multiple risk signals increased at the same time
20244,1,combined_risk,3.122433744,3.096161252,Multiple risk signals increased at the same time
20244,2,total_activity,170,1.588526534,Overall system activity was unusually high
20244,3,behavioral_risk_3week_avg,5,0.384645874,Suspicious behavior stayed elevated over several weeks
39389,1,total_activity,533,2.75024571,Overall system activity was unusually high
39389,2,combined_risk,3.323441583,2.119671691,Multiple risk signals increased at the same time
39389,3,behavioral_risk_3week_avg,6.666666667,1.332741641,Suspicious behavior stayed elevated over several weeks
9376,1,total_activity,294,3.401909091,Overall system activity was unusually high
9376,2,combined_risk,2.681970885,2.95925227,Multiple risk signals increased at the same time
9376,3,device_weekly_avg_device_connections_per_day,3.740562471,0.528534162,Daily external device usage was unusually high
19781,1,total_activity,161,2.494123004,Overall system activity was unusually high
19781,2,combined_risk,2.103023516,1.4372176,Multiple risk signals increased at the same time
19781,3,device_weekly_avg_device_connections_per_day,4.28778269,0.865751332,Daily external device usage was unusually high
3467,1,total_activity,235,3.219431022,Overall system activity was unusually high
3467,2,combined_risk,3.172265771,2.916551303,Multiple risk signals increased at the same time
3467,3,email_weekly_emails_with_attachments,4.243840372,0.314696003,Many emails included attachments
9652,1,combined_risk,3.110862262,2.884267803,Multiple risk signals increased at the same time
9652,2,total_activity,158,1.109846389,Overall system activity was unusually high
9652,3,behavioral_risk_3week_avg,5,0.382481227,Suspicious behavior stayed elevated over several weeks
32604,1,combined_risk,3.589399029,3.757638762,Multiple risk signals increased at the same time
32604,2,behavioral_risk_3week_avg,5.666666667,0.384108095,Suspicious behavior stayed elevated over several weeks
32604,3,email_weekly_emails_with_attachments,7.160919408,0.37150892,Many emails included attachments
28001,1,combined_risk,3.167786487,3.11323435,Multiple risk signals increased at the same time
28001,2,total_activity,284,2.42974674,Overall system activity was unusually high
28001,3,file_activity,143,1.052043644,File-related activity was unusually high
18660,1,total_activity,297,3.268746161,Overall system activity was unusually high
18660,2,combined_risk,3.18402389,2.217911164,Multiple risk signals increased at the same time
18660,3,behavioral_risk_3week_avg,7.333333333,0.996914107,Suspicious behavior stayed elevated over several weeks
9834,1,total_activity,521,2.624433318,Overall system activity was unusually high
9834,2,combined_risk,3.807764091,2.017110128,Multiple risk signals increased at the same time
9834,3,file_activity,252,1.076891593,File-related activity was unusually high
7513,1,combined_risk,2.620940649,2.760077291,Multiple risk signals increased at the same time
7513,2,total_activity,188,2.097992943,Overall system activity was unusually high
7513,3,file_activity,58,0.449148866,File-related activity was unusually high
8216,1,combined_risk,3.206606943,2.966343555,Multiple risk signals increased at the same time
8216,2,total_activity,362,2.732992651,Overall system activity was unusually high
8216,3,file_activity,181,1.094517094,File-related activity was unusually high
26206,1,total_activity,238,2.683250888,Overall system activity was unusually high
26206,2,combined_risk,4.160134378,2.397568049,Multiple risk signals increased at the same time
26206,3,http_weekly_active_days,5.504626106,1.93166142,Web activity occurred across many days
39399,1,total_activity,220,2.087554266,Overall system activity was unusually high
39399,2,combined_risk,3.132698768,2.063558724,Multiple risk signals increased at the same time
39399,3,behavioral_risk_3week_avg,6.666666667,1.343381091,Suspicious behavior stayed elevated over several weeks
34646,1,combined_risk,3.153228817,3.105346957,Multiple risk signals increased at the same time
34646,2,total_activity,260,2.376692521,Overall system activity was unusually high
34646,3,file_activity,131,1.078601371,File-related activity was unusually high
20207,1,total_activity,522,2.738589389,Overall system activity was unusually high
20207,2,combined_risk,3.817282568,1.951583233,Multiple risk signals increased at the same time
20207,3,file_activity,230,1.095038728,File-related activity was unusually high
35773,1,total_activity,228,3.43194068,Overall system activity was unusually high
35773,2,combined_risk,2.647443076,2.537636052,Multiple risk signals increased at the same time
35773,3,file_activity,64,0.528286646,File-related activity was unusually high
12241,1,combined_risk,4.086412841,3.564371886,Multiple risk signals increased at the same time
12241,2,device_weekly_distinct_pcs_used,11.04996028,1.112137044,External devices were used on multiple computers
12241,3,logon_weekly_distinct_pcs,5.150565866,0.501637163,Logins came from multiple computers
40104,1,combined_risk,3.086599477,3.727016099,Multiple risk signals increased at the same time
40104,2,file_weekly_total_file_events,6.172976651,0.957989155,File access activity was unusually high
40104,3,device_weekly_avg_device_connections_per_day,4.014172581,0.645500123,Daily external device usage was unusually high
16094,1,total_activity,487,2.656110589,Overall system activity was unusually high
16094,2,combined_risk,4.287607316,1.703368374,Multiple risk signals increased at the same time
16094,3,file_activity,231,1.104155161,File-related activity was unusually high
24645,1,combined_risk,3.704180664,3.079107823,Multiple risk signals increased at the same time
24645,2,total_activity,345,2.668227151,Overall system activity was unusually high
24645,3,file_activity,163,1.097126573,File-related activity was unusually high
25293,1,combined_risk,4.121127286,2.5740343,Multiple risk signals increased at the same time
25293,2,total_activity,188,1.719511923,Overall system activity was unusually high
25293,3,http_weekly_active_days,5.504626106,1.642979577,Web activity occurred across many days
4758,1,combined_risk,3.130459127,3.081375185,Multiple risk signals increased at the same time
4758,2,total_activity,229,2.171073534,Overall system activity was unusually high
4758,3,file_activity,120,1.077257242,File-related activity was unusually high
16515,1,combined_risk,4.081373647,2.536500625,Multiple risk signals increased at the same time
16515,2,behavioral_risk_3week_avg,7.666666667,1.4804097,Suspicious behavior stayed elevated over several weeks
16515,3,device_weekly_distinct_pcs_used,11.04996028,1.104293204,External devices were used on multiple computers
19888,1,total_activity,246,3.156809361,Overall system activity was unusually high
19888,2,combined_risk,2.663867115,2.561128241,Multiple risk signals increased at the same time
19888,3,file_activity,68,0.466769975,File-related activity was unusually high
27983,1,total_activity,513,2.683000338,Overall system activity was unusually high
27983,2,combined_risk,3.804777902,1.960906913,Multiple risk signals increased at the same time
27983,3,behavioral_risk_3week_avg,6.666666667,1.292283418,Suspicious behavior stayed elevated over several weeks
3553,1,combined_risk,2.639417693,2.620290759,Multiple risk signals increased at the same time
3553,2,total_activity,206,2.476405854,Overall system activity was unusually high
3553,3,email_weekly_active_days,2.006391425,-0.233498659,Email activity occurred across many days
24649,1,combined_risk,3.182904069,3.082315628,Multiple risk signals increased at the same time
24649,2,total_activity,310,2.483970828,Overall system activity was unusually high
24649,3,file_activity,150,1.076891593,File-related activity was unusually high
17554,1,combined_risk,3.215005599,3.075800255,Multiple risk signals increased at the same time
17554,2,total_activity,360,2.45498032,Overall system activity was unusually high
17554,3,file_activity,182,1.078235722,File-related activity was unusually high
31973,1,combined_risk,3.053004853,3.973742181,Multiple risk signals increased at the same time
31973,2,http_weekly_active_days,5.504626106,1.547653202,Web activity occurred across many days
31973,3,behavioral_risk_3week_avg,6,0.358078833,Suspicious behavior stayed elevated over several weeks
6576,1,combined_risk,3.586786114,2.23266223,Multiple risk signals increased at the same time
6576,2,behavioral_risk_3week_avg,6.666666667,1.445558441,Suspicious behavior stayed elevated over several weeks
6576,3,device_weekly_distinct_pcs_used,9.437053609,1.088315148,External devices were used on multiple computers
4775,1,total_activity,423,3.100823248,Overall system activity was unusually high
4775,2,combined_risk,2.737775289,2.552341262,Multiple risk signals increased at the same time
4775,3,file_activity,234,1.170790306,File-related activity was unusually high
7015,1,combined_risk,3.601530422,3.591516852,Multiple risk signals increased at the same time
7015,2,http_weekly_active_days,5.504626106,2.094309521,Web activity occurred across many days
7015,3,behavioral_risk_3week_avg,7,1.416701348,Suspicious behavior stayed elevated over several weeks
39644,1,combined_risk,2.589399029,2.39252483,Multiple risk signals increased at the same time
39644,2,device_change,-64,1.10484432,Device usage changed sharply compared with the previous week
39644,3,device_weekly_avg_device_connections_per_day,3.904728537,0.796625027,Daily external device usage was unusually high
12233,1,combined_risk,3.082866741,1.97167666,Multiple risk signals increased at the same time
12233,2,behavioral_risk_3week_avg,7.333333333,1.400774262,Suspicious behavior stayed elevated over several weeks
12233,3,device_weekly_distinct_pcs_used,2.985426918,1.063084473,External devices were used on multiple computers
34994,1,combined_risk,2.627099664,2.668924636,Multiple risk signals increased at the same time
34994,2,total_activity,177,1.758716638,Overall system activity was unusually high
34994,3,behavioral_risk_3week_avg,4.666666667,0.547333572,Suspicious behavior stayed elevated over several weeks
34993,1,combined_risk,2.623553565,2.884680787,Multiple risk signals increased at the same time
34993,2,total_activity,176,1.575200367,Overall system activity was unusually high
34993,3,email_weekly_emails_with_attachments,3.174244725,0.294587802,Many emails included attachments
16576,1,combined_risk,3.564203061,3.751988304,Multiple risk signals increased at the same time
16576,2,http_weekly_active_days,5.504626106,1.843794976,Web activity occurred across many days
16576,3,behavioral_risk_3week_avg,7,1.389089709,Suspicious behavior stayed elevated over several weeks
18688,1,combined_risk,2.598544233,2.870193573,Multiple risk signals increased at the same time
18688,2,total_activity,160,1.297177182,Overall system activity was unusually high
18688,3,device_weekly_avg_device_connections_per_day,4.123616624,0.465413403,Daily external device usage was unusually high
32680,1,combined_risk,3.168719672,3.077590189,Multiple risk signals increased at the same time
32680,2,total_activity,276,2.551395329,Overall system activity was unusually high
32680,3,file_activity,110,1.050699515,File-related activity was unusually high
5545,1,total_activity,305,2.153601513,Overall system activity was unusually high
5545,2,combined_risk,4.681970885,1.65508682,Multiple risk signals increased at the same time
5545,3,file_activity,87,1.118379629,File-related activity was unusually high
8951,1,combined_risk,3.541620007,3.80083499,Multiple risk signals increased at the same time
8951,2,http_weekly_active_days,5.504626106,1.617459763,Web activity occurred across many days
8951,3,behavioral_risk_3week_avg,7,1.357571783,Suspicious behavior stayed elevated over several weeks
5548,1,total_activity,239,2.576932955,Overall system activity was unusually high
5548,2,combined_risk,4.643150429,1.817146022,Multiple risk signals increased at the same time
5548,3,behavioral_risk_3week_avg,8.666666667,1.034647076,Suspicious behavior stayed elevated over several weeks
28733,1,combined_risk,4.107129526,1.87575324,Multiple risk signals increased at the same time
28733,2,behavioral_risk_3week_avg,6.666666667,1.389553819,Suspicious behavior stayed elevated over several weeks
28733,3,total_activity,156,1.049697157,Overall system activity was unusually high
20231,1,combined_risk,3.160507652,3.084678118,Multiple risk signals increased at the same time
20231,2,total_activity,265,2.379027018,Overall system activity was unusually high
20231,3,file_activity,120,1.077257242,File-related activity was unusually high
17976,1,combined_risk,2.620940649,3.043938648,Multiple risk signals increased at the same time
17976,2,total_activity,184,2.055536735,Overall system activity was unusually high
17976,3,behavioral_risk_3week_avg,4.666666667,0.346881085,Suspicious behavior stayed elevated over several weeks
19323,1,total_activity,261,4.414632701,Overall system activity was unusually high
19323,2,behavioral_risk_change,-5,2.267768132,Behavior became riskier compared with the previous week
19323,3,file_activity,109,1.422189254,File-related activity was unusually high
5069,1,total_activity,498,2.641815668,Overall system activity was unusually high
5069,2,combined_risk,3.794699515,2.01281646,Multiple risk signals increased at the same time
5069,3,file_activity,229,1.095038728,File-related activity was unusually high
30516,1,total_activity,191,3.433226393,Overall system activity was unusually high
30516,2,combined_risk,2.122807018,0.909317866,Multiple risk signals increased at the same time
30516,3,device_activity,102,-0.694632786,External device activity was unusually high
39393,1,total_activity,535,2.917235517,Overall system activity was unusually high
39393,2,combined_risk,3.324561404,2.015109527,Multiple risk signals increased at the same time
39393,3,behavioral_risk_3week_avg,6.666666667,1.153381046,Suspicious behavior stayed elevated over several weeks
21281,1,combined_risk,4.072041807,3.661259521,Multiple risk signals increased at the same time
21281,2,http_weekly_active_days,5.504626106,1.891990342,Web activity occurred across many days
21281,3,behavioral_risk_3week_avg,8,1.384329951,Suspicious behavior stayed elevated over several weeks
19940,1,total_activity,235,4.686440612,Overall system activity was unusually high
19940,2,logon_weekly_active_days,-2.122578512,0.957093198,Login activity occurred across many days
19940,3,behavioral_risk_3week_avg,4.666666667,0.807716489,Suspicious behavior stayed elevated over several weeks
22632,1,total_activity,194,2.527638386,Overall system activity was unusually high
22632,2,combined_risk,2.624113475,2.29303106,Multiple risk signals increased at the same time
22632,3,file_activity,61,0.49450701,File-related activity was unusually high
16499,1,total_activity,283,2.358641679,Overall system activity was unusually high
16499,2,combined_risk,4.176745054,1.622354015,Multiple risk signals increased at the same time
16499,3,behavioral_risk_3week_avg,8.666666667,1.300185583,Suspicious behavior stayed elevated over several weeks
37912,1,combined_risk,3.059723778,3.947402689,Multiple risk signals increased at the same time
37912,2,http_weekly_active_days,5.504626106,1.339608606,Web activity occurred across many days
37912,3,behavioral_risk_3week_avg,6,0.399446193,Suspicious behavior stayed elevated over several weeks
40061,1,total_activity,480,2.414460963,Overall system activity was unusually high
40061,2,combined_risk,4.282568122,2.262205443,Multiple risk signals increased at the same time
40061,3,behavioral_risk_3week_avg,8,1.337724173,Suspicious behavior stayed elevated over several weeks
30567,1,total_activity,216,3.810842612,Overall system activity was unusually high
30567,2,combined_risk,2.148002986,0.799168073,Multiple risk signals increased at the same time
30567,3,behavioral_risk_3week_avg,5.333333333,0.460272351,Suspicious behavior stayed elevated over several weeks
3852,1,combined_risk,3.073721538,3.271069565,Multiple risk signals increased at the same time
3852,2,device_weekly_distinct_pcs_used,6.211240264,1.115825855,External devices were used on multiple computers
3852,3,logon_weekly_distinct_pcs,3.080401204,0.624353881,Logins came from multiple computers
24634,1,total_activity,305,2.541742238,Overall system activity was unusually high
24634,2,combined_risk,3.178798059,2.099892258,Multiple risk signals increased at the same time
24634,3,behavioral_risk_3week_avg,6.666666667,1.103006543,Suspicious behavior stayed elevated over several weeks
11204,1,total_activity,208,2.621760678,Overall system activity was unusually high
11204,2,combined_risk,2.632512131,2.488822936,Multiple risk signals increased at the same time
11204,3,file_activity,54,0.493985377,File-related activity was unusually high
21467,1,total_activity,436,2.730720065,Overall system activity was unusually high
21467,2,combined_risk,3.756625607,1.951584968,Multiple risk signals increased at the same time
21467,3,file_activity,212,1.094261967,File-related activity was unusually high
28076,1,behavioral_risk_3week_avg,7,1.555096859,Suspicious behavior stayed elevated over several weeks
28076,2,combined_risk,2.589585666,1.221447899,Multiple risk signals increased at the same time
28076,3,logon_weekly_distinct_pcs,1.424269474,1.079448633,Logins came from multiple computers
24635,1,combined_risk,3.648189623,3.014570499,Multiple risk signals increased at the same time
24635,2,total_activity,252,2.29415369,Overall system activity was unusually high
24635,3,file_activity,123,1.094517094,File-related activity was unusually high
19219,1,combined_risk,3.611235536,3.556628216,Multiple risk signals increased at the same time
19219,2,http_weekly_active_days,5.504626106,2.088846791,Web activity occurred across many days
19219,3,behavioral_risk_3week_avg,7,1.416127612,Suspicious behavior stayed elevated over several weeks
18129,1,total_activity,441,2.247813959,Overall system activity was unusually high
18129,2,combined_risk,4.764650989,1.677952891,Multiple risk signals increased at the same time
18129,3,file_activity,109,1.135055593,File-related activity was unusually high
24581,1,total_activity,285,3.196957115,Overall system activity was unusually high
24581,2,combined_risk,3.695222098,2.806148114,Multiple risk signals increased at the same time
24581,3,file_activity,52,0.499030815,File-related activity was unusually high
11205,1,combined_risk,2.619074281,3.174940555,Multiple risk signals increased at the same time
11205,2,total_activity,185,2.228088067,Overall system activity was unusually high
11205,3,behavioral_risk_3week_avg,5,0.350202726,Suspicious behavior stayed elevated over several weeks
5299,1,total_activity,202,3.472977706,Overall system activity was unusually high
5299,2,combined_risk,2.13549832,0.79597594,Multiple risk signals increased at the same time
5299,3,behavioral_risk_3week_avg,4.333333333,0.55599662,Suspicious behavior stayed elevated over several weeks
1045,1,total_activity,235,2.794715755,Overall system activity was unusually high
1045,2,combined_risk,3.632698768,1.912677436,Multiple risk signals increased at the same time
1045,3,behavioral_risk_3week_avg,7,1.267852834,Suspicious behavior stayed elevated over several weeks
24646,1,total_activity,297,2.526189681,Overall system activity was unusually high
24646,2,combined_risk,3.675625233,2.028879151,Multiple risk signals increased at the same time
24646,3,behavioral_risk_3week_avg,6.666666667,1.307609331,Suspicious behavior stayed elevated over several weeks
29261,1,combined_risk,4.070175439,3.699088725,Multiple risk signals increased at the same time
29261,2,http_weekly_active_days,7.407214,2.331605793,Web activity occurred across many days
29261,3,behavioral_risk_3week_avg,8,1.389994048,Suspicious behavior stayed elevated over several weeks
30511,1,total_activity,219,2.827882224,Overall system activity was unusually high
30511,2,combined_risk,2.639417693,2.769552404,Multiple risk signals increased at the same time
30511,3,device_weekly_avg_device_connections_per_day,4.28778269,0.748365324,Daily external device usage was unusually high
22677,1,combined_risk,2.618887645,2.692397295,Multiple risk signals increased at the same time
22677,2,total_activity,169,1.601300416,Overall system activity was unusually high
22677,3,behavioral_risk_3week_avg,5,0.39749926,Suspicious behavior stayed elevated over several weeks
24652,1,combined_risk,3.18402389,3.010589653,Multiple risk signals increased at the same time
24652,2,total_activity,312,2.547394194,Overall system activity was unusually high
24652,3,file_activity,156,1.094517094,File-related activity was unusually high
10994,1,combined_risk,3.073161627,3.411796365,Multiple risk signals increased at the same time
10994,2,logon_weekly_distinct_pcs,7.220730528,1.240311616,Logins came from multiple computers
10994,3,behavioral_risk_3week_avg,5,0.414155658,Suspicious behavior stayed elevated over several weeks
1412,1,total_activity,618,2.709489638,Overall system activity was unusually high
1412,2,combined_risk,3.365434864,1.574798356,Multiple risk signals increased at the same time
1412,3,behavioral_risk_3week_avg,8.333333333,1.152958633,Suspicious behavior stayed elevated over several weeks
1434,1,total_activity,292,1.983654904,Overall system activity was unusually high
1434,2,combined_risk,4.173012318,1.638013442,Multiple risk signals increased at the same time
1434,3,behavioral_risk_3week_avg,8,1.045362903,Suspicious behavior stayed elevated over several weeks
34844,1,combined_risk,2.577640911,2.303265844,Multiple risk signals increased at the same time
34844,2,logon_weekly_distinct_pcs,3.080401204,1.299080489,Logins came from multiple computers
34844,3,behavioral_risk_3week_avg,5.333333333,0.552784202,Suspicious behavior stayed elevated over several weeks
39708,1,combined_risk,3.564949608,3.752094898,Multiple risk signals increased at the same time
39708,2,http_weekly_active_days,5.504626106,1.843803319,Web activity occurred across many days
39708,3,behavioral_risk_3week_avg,7,1.389164604,Suspicious behavior stayed elevated over several weeks
21466,1,total_activity,487,2.746156463,Overall system activity was unusually high
21466,2,combined_risk,3.787607316,1.951375318,Multiple risk signals increased at the same time
21466,3,file_activity,231,1.094261967,File-related activity was unusually high
33147,1,combined_risk,3.579880552,3.586912729,Multiple risk signals increased at the same time
33147,2,http_weekly_active_days,5.504626106,1.952096282,Web activity occurred across many days
33147,3,behavioral_risk_3week_avg,7,1.424274438,Suspicious behavior stayed elevated over several weeks
20212,1,combined_risk,3.159014558,3.054710814,Multiple risk signals increased at the same time
20212,2,total_activity,262,2.511220718,Overall system activity was unusually high
20212,3,file_activity,106,1.094882743,File-related activity was unusually high
9857,1,combined_risk,3.14427025,3.013052865,Multiple risk signals increased at the same time
9857,2,total_activity,244,2.371876027,Overall system activity was unusually high
9857,3,file_activity,113,1.068325016,File-related activity was unusually high
26317,1,combined_risk,3.611235536,3.556628216,Multiple risk signals increased at the same time
26317,2,http_weekly_active_days,5.504626106,2.094309521,Web activity occurred across many days
26317,3,behavioral_risk_3week_avg,7,1.416662315,Suspicious behavior stayed elevated over several weeks
1238,1,combined_risk,3.067935797,3.156032159,Multiple risk signals increased at the same time
1238,2,file_weekly_total_file_events,5.339508558,1.08574272,File access activity was unusually high
1238,3,file_activity,48,0.523809831,File-related activity was unusually high
34641,1,combined_risk,3.145390071,3.010589653,Multiple risk signals increased at the same time
34641,2,total_activity,248,2.295142642,Overall system activity was unusually high
34641,3,file_activity,122,1.094517094,File-related activity was unusually high
16096,1,total_activity,502,2.732773799,Overall system activity was unusually high
16096,2,combined_risk,3.79675252,1.952572804,Multiple risk signals increased at the same time
16096,3,file_activity,239,1.094517094,File-related activity was unusually high
3816,1,total_activity,251,2.15691053,Overall system activity was unusually high
3816,2,combined_risk,4.160134378,1.555126712,Multiple risk signals increased at the same time
3816,3,http_weekly_active_days,5.504626106,1.491442533,Web activity occurred across many days
24640,1,total_activity,259,3.103181928,Overall system activity was unusually high
24640,2,combined_risk,2.65248227,2.553022364,Multiple risk signals increased at the same time
24640,3,file_activity,129,1.172134435,File-related activity was unusually high
6417,1,total_activity,159,1.883271221,Overall system activity was unusually high
6417,2,file_activity,132,1.093601059,File-related activity was unusually high
6417,3,combined_risk,2.090705487,0.989610626,Multiple risk signals increased at the same time
9381,1,combined_risk,3.167599851,3.351311742,Multiple risk signals increased at the same time
9381,2,total_activity,268,3.180531839,Overall system activity was unusually high
9381,3,device_weekly_avg_device_connections_per_day,4.123616624,0.571782161,Daily external device usage was unusually high
1246,1,total_activity,195,2.887561575,Overall system activity was unusually high
1246,2,file_activity,135,0.998241406,File-related activity was unusually high
1246,3,behavioral_risk_3week_avg,5,0.53872333,Suspicious behavior stayed elevated over several weeks
17469,1,total_activity,163,2.271305119,Overall system activity was unusually high
17469,2,combined_risk,2.098917507,1.311476074,Multiple risk signals increased at the same time
17469,3,behavioral_risk_3week_avg,4.666666667,0.836766915,Suspicious behavior stayed elevated over several weeks
7507,1,combined_risk,2.620754013,2.860081782,Multiple risk signals increased at the same time
7507,2,total_activity,187,2.135864841,Overall system activity was unusually high
7507,3,file_activity,63,0.474880457,File-related activity was unusually high
23270,1,combined_risk,2.610862262,3.015200833,Multiple risk signals increased at the same time
23270,2,total_activity,177,1.603123615,Overall system activity was unusually high
23270,3,device_weekly_avg_device_connections_per_day,4.451948756,0.724402159,Daily external device usage was unusually high
6095,1,combined_risk,3.111048899,2.968864198,Multiple risk signals increased at the same time
6095,2,total_activity,154,1.076239534,Overall system activity was unusually high
6095,3,behavioral_risk_3week_avg,5.333333333,0.405954352,Suspicious behavior stayed elevated over several weeks
26636,1,total_activity,279,3.108656272,Overall system activity was unusually high
26636,2,combined_risk,2.669839492,2.596881723,Multiple risk signals increased at the same time
26636,3,file_activity,124,1.172395919,File-related activity was unusually high
17536,1,total_activity,702,2.666483877,Overall system activity was unusually high
17536,2,combined_risk,4.41881299,1.976373231,Multiple risk signals increased at the same time
17536,3,behavioral_risk_3week_avg,6.666666667,1.343931352,Suspicious behavior stayed elevated over several weeks
32649,1,total_activity,562,2.209310588,Overall system activity was unusually high
32649,2,combined_risk,4.340425532,2.203867698,Multiple risk signals increased at the same time
32649,3,behavioral_risk_3week_avg,8,1.332073735,Suspicious behavior stayed elevated over several weeks
1428,1,total_activity,302,1.923258666,Overall system activity was unusually high
1428,2,combined_risk,4.678424785,1.722490768,Multiple risk signals increased at the same time
1428,3,behavioral_risk_3week_avg,8.666666667,1.100437975,Suspicious behavior stayed elevated over several weeks
28077,1,combined_risk,4.096864502,1.900034374,Multiple risk signals increased at the same time
28077,2,behavioral_risk_3week_avg,7.333333333,1.443443939,Suspicious behavior stayed elevated over several weeks
28077,3,device_weekly_distinct_pcs_used,7.824146937,0.883823822,External devices were used on multiple computers
20302,1,total_activity,192,3.506171786,Overall system activity was unusually high
20302,2,combined_risk,2.10862262,0.909314249,Multiple risk signals increased at the same time
20302,3,logon_weekly_active_days,-2.122578512,0.821022038,Login activity occurred across many days
9372,1,total_activity,283,3.669538339,Overall system activity was unusually high
9372,2,combined_risk,2.675625233,2.861085374,Multiple risk signals increased at the same time
9372,3,device_weekly_avg_device_connections_per_day,4.561392799,0.875225664,Daily external device usage was unusually high
40081,1,total_activity,236,2.961484787,Overall system activity was unusually high
40081,2,combined_risk,2.639790967,2.591158266,Multiple risk signals increased at the same time
40081,3,file_activity,115,1.178559027,File-related activity was unusually high
39172,1,combined_risk,3.065696155,4.038248575,Multiple risk signals increased at the same time
39172,2,http_weekly_active_days,5.504626106,1.721857516,Web activity occurred across many days
39172,3,behavioral_risk_3week_avg,6,0.399446193,Suspicious behavior stayed elevated over several weeks
12916,1,combined_risk,3.121313923,3.240621679,Multiple risk signals increased at the same time
12916,2,total_activity,175,1.341064106,Overall system activity was unusually high
12916,3,file_weekly_total_file_events,4.714407487,0.916455327,File access activity was unusually high
16101,1,total_activity,504,2.506185843,Overall system activity was unusually high
16101,2,combined_risk,3.798245614,2.14463156,Multiple risk signals increased at the same time
16101,3,behavioral_risk_3week_avg,6.666666667,1.367571787,Suspicious behavior stayed elevated over several weeks
39052,1,combined_risk,3.079880552,3.291600735,Multiple risk signals increased at the same time
39052,2,logon_weekly_distinct_pcs,6.392664664,1.205688284,Logins came from multiple computers
39052,3,behavioral_risk_3week_avg,5,0.427556706,Suspicious behavior stayed elevated over several weeks
12230,1,total_activity,277,2.277856606,Overall system activity was unusually high
12230,2,combined_risk,4.170399403,1.600279334,Multiple risk signals increased at the same time
12230,3,behavioral_risk_3week_avg,7.666666667,1.266916859,Suspicious behavior stayed elevated over several weeks
12881,1,combined_risk,3.089025756,3.300718009,Multiple risk signals increased at the same time
12881,2,file_activity,51,0.47965608,File-related activity was unusually high
12881,3,behavioral_risk_3week_avg,4.333333333,0.438020216,Suspicious behavior stayed elevated over several weeks
29176,1,combined_risk,3.106196342,3.072029378,Multiple risk signals increased at the same time
29176,2,total_activity,161,1.109920665,Overall system activity was unusually high
29176,3,behavioral_risk_3week_avg,5.333333333,0.405420083,Suspicious behavior stayed elevated over several weeks
1545,1,combined_risk,3.150055991,3.397629931,Multiple risk signals increased at the same time
1545,2,total_activity,226,2.940180565,Overall system activity was unusually high
1545,3,email_weekly_emails_with_attachments,5.216200051,0.273343112,Many emails included attachments
16512,1,behavioral_risk_3week_avg,8,1.471329981,Suspicious behavior stayed elevated over several weeks
16512,2,combined_risk,4.605076521,1.402827553,Multiple risk signals increased at the same time
16512,3,total_activity,168,1.249395391,Overall system activity was unusually high
5862,1,combined_risk,3.616274729,3.385666747,Multiple risk signals increased at the same time
5862,2,total_activity,173,1.519394318,Overall system activity was unusually high
5862,3,behavioral_risk_3week_avg,5.333333333,0.40763954,Suspicious behavior stayed elevated over several weeks
