user,email_risk,file_risk,device_risk,sna_risk,explanation,mitre_tactic,mitre_technique,mitre_id
USH0199,0.00044,0.012213,0.026112,0.018827,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
MTT0901,4e-05,0.016083,0.021171,0.018758,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
VFM0814,0.00054,0.010493,0.021171,0.015745,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
MCF0600,0.0001,0.008773,0.008469,0.008965,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
HJS0072,8e-05,0.007053,0.006116,0.00691,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
MAR0955,0.00012,0.005934,0.00494,0.005762,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
ANM0123,9e-05,0.004042,0.006704,0.005362,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
RKD0604,0.00064,0.004214,0.004705,0.004986,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
MAS0025,0.00057,0.00473,0.003646,0.004794,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
KLH0596,0.00012,0.004558,0.00447,0.004735,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
AJR0932,0.00045,0.004042,0.00447,0.004651,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
DCH0843,0.00012,0.003268,0.00541,0.004364,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
JRG0207,0.00091,0.002322,0.00541,0.004338,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
BDV0168,0.00071,0.003096,0.003764,0.003959,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
FTM0406,0.00058,0.002838,0.004234,0.003917,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
CAH0936,0.00041,0.003612,0.00294,0.00371,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
BIH0745,0.0006,0.003526,0.002588,0.003638,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
PPF0435,0.00076,8.6e-05,0.006351,0.003296,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
GHL0460,0.0001,0.003526,0.002588,0.003295,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
LQC0479,0.00083,0.001892,0.002117,0.002613,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
FMG0527,0.00026,0.001978,0.002823,0.002576,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
AAM0658,0.00022,0.002666,0.001529,0.002407,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
EHB0824,7e-05,0.001204,0.003058,0.002082,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
TAP0551,0.00053,0.001806,0.001176,0.001952,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
MYD0978,0.0006,0.00129,0.001647,0.001892,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
JMB0308,0.00064,0.00086,0.001882,0.001762,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
RGG0064,0.00045,0.001032,0.001411,0.001533,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
HJB0742,0.00097,0.00043,0.001411,0.001529,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
WDD0366,0.00086,0.000516,0.001411,0.001505,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
BTL0226,0.00051,0.000344,0.001882,0.001363,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
EHD0584,9e-05,0.000946,0.001647,0.001336,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
MSS0001,0.00186,0.0,0.0,0.001276,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
RZC0746,0.0018,0.0,0.0,0.001235,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
BTW0005,0.00175,0.0,0.0,0.0012,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
KWC0004,0.00173,0.0,0.0,0.001187,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
HTH0007,0.00173,0.0,0.0,0.001187,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
TVS0006,0.0017,0.0,0.0,0.001166,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
KBP0008,0.00169,0.0,0.0,0.001159,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
AJR0319,0.00168,0.0,0.0,0.001152,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
RHY0079,0.00159,0.0,0.0,0.001091,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
KPC0073,0.00035,0.0,0.001882,0.001047,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
NAH0503,0.00152,0.0,0.0,0.001043,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
CNE0352,0.00151,0.0,0.0,0.001036,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
DTT0076,0.00148,0.0,0.0,0.001015,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
CMB0912,0.00148,0.0,0.0,0.001015,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
SCF0608,0.00144,0.0,0.0,0.000988,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
FBW0747,0.00143,0.0,0.0,0.000981,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
BLS0678,0.00046,0.00043,0.000941,0.000977,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
BAH0875,0.00141,0.0,0.0,0.000967,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
BXJ0010,0.00141,0.0,0.0,0.000967,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
CSH0626,0.0014,0.0,0.0,0.00096,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
ZJE0857,0.0014,0.0,0.0,0.00096,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
RHP0484,0.0014,0.0,0.0,0.00096,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
MCF0327,0.00139,0.0,0.0,0.000953,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
PEV0323,0.00139,0.0,0.0,0.000953,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
AMD0077,0.00139,0.0,0.0,0.000953,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
GRM0868,0.00138,0.0,0.0,0.000947,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
WKF0012,0.00138,0.0,0.0,0.000947,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
CMM0487,0.00138,0.0,0.0,0.000947,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
DMM0623,0.00138,0.0,0.0,0.000947,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
JOM0750,0.00137,0.0,0.0,0.00094,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
ZDW0859,0.00137,0.0,0.0,0.00094,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
SBN0495,0.00137,0.0,0.0,0.00094,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
CCM0855,0.00136,0.0,0.0,0.000933,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
RTO0313,0.00136,0.0,0.0,0.000933,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
WBC0315,0.00136,0.0,0.0,0.000933,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
LTS0860,0.00136,0.0,0.0,0.000933,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
LHL0309,0.00136,0.0,0.0,0.000933,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
HCV0478,0.00135,0.0,0.0,0.000926,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
LOF0311,0.00135,0.0,0.0,0.000926,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
IDO0176,0.00135,0.0,0.0,0.000926,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
OLF0504,0.00135,0.0,0.0,0.000926,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
CKB0482,0.00135,0.0,0.0,0.000926,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
HKI0171,0.00135,0.0,0.0,0.000926,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
DDA0476,0.00135,0.0,0.0,0.000926,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
MCJ0324,0.00135,0.0,0.0,0.000926,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
CCR0863,0.00135,0.0,0.0,0.000926,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
RCC0617,0.00135,0.0,0.0,0.000926,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
HDL0748,0.00135,0.0,0.0,0.000926,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
LLV0602,0.00134,0.0,0.0,0.000919,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
PLH0862,0.00134,0.0,0.0,0.000919,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
NMC0486,0.00134,0.0,0.0,0.000919,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
EMS0317,0.00134,0.0,0.0,0.000919,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
QPM0727,0.00134,0.0,0.0,0.000919,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
MLD0755,0.00134,0.0,0.0,0.000919,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
SDO0170,0.00134,0.0,0.0,0.000919,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
NNA0610,0.00134,0.0,0.0,0.000919,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
TET0621,0.00134,0.0,0.0,0.000919,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
RBB0485,0.00134,0.0,0.0,0.000919,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
MAH0864,0.00134,0.0,0.0,0.000919,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
SVS0871,0.00134,0.0,0.0,0.000919,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
CBG0490,0.00134,0.0,0.0,0.000919,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
CJC0494,0.00134,0.0,0.0,0.000919,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
DSB0731,0.00134,0.0,0.0,0.000919,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
GMF0738,0.00134,0.0,0.0,0.000919,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
IMG0320,0.00133,0.0,0.0,0.000912,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
MKP0861,0.00133,0.0,0.0,0.000912,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
IRT0491,0.00133,0.0,0.0,0.000912,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
CTW0500,0.00133,0.0,0.0,0.000912,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
IJW0851,0.00133,0.0,0.0,0.000912,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
KBS0874,0.00133,0.0,0.0,0.000912,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
CLF0852,0.00133,0.0,0.0,0.000912,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
KPR0497,0.00133,0.0,0.0,0.000912,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
CQH0730,0.00133,0.0,0.0,0.000912,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
COM0321,0.00133,0.0,0.0,0.000912,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
LPC0492,0.00133,0.0,0.0,0.000912,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
MAD0753,0.00133,0.0,0.0,0.000912,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
GCC0744,0.00133,0.0,0.0,0.000912,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
UJC0737,0.00133,0.0,0.0,0.000912,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
TVS0050,0.00133,0.0,0.0,0.000912,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
CGA0629,0.00133,0.0,0.0,0.000912,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
MHG0733,0.00133,0.0,0.0,0.000912,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
KAT0489,0.00132,0.0,0.0,0.000905,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
JCW0858,0.00132,0.0,0.0,0.000905,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
SES0477,0.00132,0.0,0.0,0.000905,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
BEC0505,0.00132,0.0,0.0,0.000905,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
DGW0752,0.00132,0.0,0.0,0.000905,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
MSZ0310,0.00132,0.0,0.0,0.000905,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
FQA0854,0.00132,0.0,0.0,0.000905,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
VCY0751,0.00132,0.0,0.0,0.000905,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
MIC0726,0.00132,0.0,0.0,0.000905,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
JXH0493,0.00132,0.0,0.0,0.000905,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
AIM0627,0.00132,0.0,0.0,0.000905,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
KES0729,0.00132,0.0,0.0,0.000905,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
DBW0483,0.00132,0.0,0.0,0.000905,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
HKR0628,0.00132,0.0,0.0,0.000905,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
JPW0741,0.00132,0.0,0.0,0.000905,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
KJS0618,0.00132,0.0,0.0,0.000905,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
PRM0740,0.00131,0.0,0.0,0.000899,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
EZH0736,0.00131,0.0,0.0,0.000899,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
LEM0605,0.00131,0.0,0.0,0.000899,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
IMB0481,0.00131,0.0,0.0,0.000899,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
GQP0743,0.00131,0.0,0.0,0.000899,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
BAM0611,0.00131,0.0,0.0,0.000899,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
LCD0622,0.00131,0.0,0.0,0.000899,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
BJW0619,0.00131,0.0,0.0,0.000899,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
SLB0049,0.0013,0.0,0.0,0.000892,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
JAD0609,0.00129,0.0,0.0,0.000885,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
BER0314,0.00129,0.0,0.0,0.000885,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
WVB0539,0.00129,0.0,0.0,0.000885,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
NSS0876,0.00129,0.0,0.0,0.000885,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
BJH0354,0.00129,0.0,0.0,0.000885,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
HDD0789,0.00129,0.0,0.0,0.000885,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
DGN0480,0.00128,0.0,0.0,0.000878,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
FHO0630,0.00128,0.0,0.0,0.000878,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
GBM0603,0.00128,0.0,0.0,0.000878,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
MAW0166,0.00128,0.0,0.0,0.000878,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
NWK0215,0.00128,0.0,0.0,0.000878,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
JLM0364,0.00091,8.6e-05,0.00047,0.000878,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
LJR0523,0.00017,0.000258,0.001411,0.000877,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
JBM0350,0.00126,0.0,0.0,0.000864,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
KDS0349,0.00125,0.0,0.0,0.000857,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
HVB0037,0.00125,0.0,0.0,0.000857,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
SBQ0786,0.00124,0.0,0.0,0.000851,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
WDO0870,0.00124,0.0,0.0,0.000851,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
JLW0053,0.00124,0.0,0.0,0.000851,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
FUM0015,0.00123,0.0,0.0,0.000844,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
HIW0536,0.00123,0.0,0.0,0.000844,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
LAM0911,0.00123,0.0,0.0,0.000844,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
FGW0853,0.00123,0.0,0.0,0.000844,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
BTS0011,0.00122,0.0,0.0,0.000837,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
SGG0787,0.00122,0.0,0.0,0.000837,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
SIJ0661,0.00122,0.0,0.0,0.000837,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
AMM0014,0.00122,0.0,0.0,0.000837,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
FBA0348,0.00121,0.0,0.0,0.00083,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
WKD0013,0.0012,0.0,0.0,0.000823,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
MMB0488,0.00119,0.0,0.0,0.000816,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
SBK0161,0.00117,0.0,0.0,0.000803,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
FAW0032,0.00117,0.0,0.0,0.000803,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
WPR0368,0.00116,0.0,0.0,0.000796,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
DCC0160,0.00115,0.0,0.0,0.000789,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
CCW0031,0.00115,0.0,0.0,0.000789,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
RGH0728,0.00113,0.0,0.0,0.000775,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
UFK0208,0.00113,0.0,0.0,0.000775,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
AMV0036,0.00112,0.0,0.0,0.000768,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
TQS0212,0.00109,0.0,0.0,0.000748,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
FLM0213,0.00109,0.0,0.0,0.000748,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
MCS0035,0.00109,0.0,0.0,0.000748,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
ARL0034,0.00108,0.0,0.0,0.000741,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
CEB0210,0.00107,0.0,0.0,0.000734,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
ASS0206,0.00106,0.0,0.0,0.000727,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
NAF0033,0.00106,0.0,0.0,0.000727,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
MSO0222,0.00069,8.6e-05,0.00047,0.000727,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
FDE0117,0.00105,0.0,0.0,0.00072,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
NCH0179,0.00104,0.0,0.0,0.000713,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
DJB0159,0.00103,0.0,0.0,0.000707,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
AKW0167,0.00103,0.0,0.0,0.000707,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
GTD0116,0.001,0.0,0.0,0.000686,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
EHB0420,0.00099,0.0,0.0,0.000679,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
KJP0371,0.00097,0.0,0.0,0.000665,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
HDD0806,0.00097,0.0,0.0,0.000665,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
JAV0361,0.00096,0.0,0.0,0.000659,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
DMG0358,0.00096,0.0,0.0,0.000659,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
QNP0216,0.00096,0.0,0.0,0.000659,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
LBC0356,0.00096,0.0,0.0,0.000659,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
JRS0362,0.00095,0.0,0.0,0.000652,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
JCC0225,0.00095,0.0,0.0,0.000652,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
EMW0105,0.00095,0.0,0.0,0.000652,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
KRV0372,0.00095,0.0,0.0,0.000652,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
SAK0375,0.00094,0.0,0.0,0.000645,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
AMW0392,0.00094,0.0,0.0,0.000645,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
CBB0365,0.00094,0.0,0.0,0.000645,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
JIM0095,0.00094,0.0,0.0,0.000645,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
AAE0190,0.00093,0.0,0.0,0.000638,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
BKW0374,0.00093,0.0,0.0,0.000638,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
MDH0686,0.00092,0.0,0.0,0.000631,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
CSB0080,0.00091,0.0,0.0,0.000624,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
TSM0363,0.00091,0.0,0.0,0.000624,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
UIR0043,0.00091,0.0,0.0,0.000624,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
MNS0224,0.00091,0.0,0.0,0.000624,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
KKS0119,0.0009,0.0,0.0,0.000617,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
PES0085,0.0009,0.0,0.0,0.000617,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
DRR0242,0.0009,0.0,0.0,0.000617,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
DFR0218,0.0009,0.0,0.0,0.000617,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
KCF0045,0.00089,0.0,0.0,0.000611,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
HPM0986,0.00089,0.0,0.0,0.000611,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
PGC0066,0.00088,0.0,0.0,0.000604,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
VMJ0147,0.00088,0.0,0.0,0.000604,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
CHG0146,0.00087,0.0,0.0,0.000597,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
ACC0042,0.00086,0.0,0.0,0.00059,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
EWH0191,0.00086,0.0,0.0,0.00059,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
NBC0412,0.00086,0.0,0.0,0.00059,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
HGN0287,0.00085,0.0,0.0,0.000583,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
IAR0694,0.00085,0.0,0.0,0.000583,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
TEM0977,0.00085,0.0,0.0,0.000583,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
BBS0039,0.00048,8.6e-05,0.00047,0.000583,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
BHC0665,0.00084,0.0,0.0,0.000576,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
HCL0113,0.00083,0.0,0.0,0.000569,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
ENL0100,0.00083,0.0,0.0,0.000569,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
CRK0916,0.00083,0.0,0.0,0.000569,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
RAB0589,9e-05,0.000172,0.000941,0.000568,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
KQS0415,0.00082,0.0,0.0,0.000562,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
KAT0270,0.00082,0.0,0.0,0.000562,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
SGS0268,0.00082,0.0,0.0,0.000562,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
WSR0241,0.00082,0.0,0.0,0.000562,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
BSH0445,0.00082,0.0,0.0,0.000562,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
EPW0434,0.00082,0.0,0.0,0.000562,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
KJW0416,0.00082,0.0,0.0,0.000562,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
PID0426,0.00081,0.0,0.0,0.000556,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
OMS0101,0.00081,0.0,0.0,0.000556,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
DTP0379,0.00081,0.0,0.0,0.000556,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
EHR0096,0.00081,0.0,0.0,0.000556,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
JMC0925,0.00081,0.0,0.0,0.000556,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
